categories,distance,geocodes,name
"[{'id': 13031, 'name': 'Burger Joint', 'short_name': 'Burgers', 'plural_name': 'Burger Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}]",262,"{'main': {'latitude': 60.160559, 'longitude': 24.940709}}",Bun2Bun Punavuori
"[{'id': 13137, 'name': 'Dumpling Restaurant', 'short_name': 'Dumplings', 'plural_name': 'Dumpling Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dumplings_', 'suffix': '.png'}}]",262,"{'drop_off': {'latitude': 60.160091, 'longitude': 24.939812}, 'main': {'latitude': 60.159955, 'longitude': 24.939869}, 'roof': {'latitude': 60.159955, 'longitude': 24.939869}}",Momo House
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",267,"{'drop_off': {'latitude': 60.163956, 'longitude': 24.939306}, 'main': {'latitude': 60.164067, 'longitude': 24.939267}, 'roof': {'latitude': 60.164067, 'longitude': 24.939267}}",Cafetino
"[{'id': 10028, 'name': 'Art Museum', 'short_name': 'Art Museum', 'plural_name': 'Art Museums', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_art_', 'suffix': '.png'}}]",267,"{'drop_off': {'latitude': 60.162671, 'longitude': 24.932286}, 'main': {'latitude': 60.162529, 'longitude': 24.932336}, 'roof': {'latitude': 60.162529, 'longitude': 24.932336}}",Sinebrychoffin Taidemuseo / Sinebrychoff Art Museum
"[{'id': 13263, 'name': 'Japanese Restaurant', 'short_name': 'Japanese', 'plural_name': 'Japanese Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}}]",270,"{'drop_off': {'latitude': 60.159671, 'longitude': 24.938615}, 'main': {'latitude': 60.159564, 'longitude': 24.938652}, 'roof': {'latitude': 60.159564, 'longitude': 24.938652}}",Kamome - かもめ食堂 (Kamome)
"[{'id': 16037, 'name': 'Playground', 'short_name': 'Playground', 'plural_name': 'Playgrounds', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}}]",294,"{'main': {'latitude': 60.159692, 'longitude': 24.933735}}",Leikkipaikka
"[{'id': 13002, 'name': 'Bakery', 'short_name': 'Bakery', 'plural_name': 'Bakeries', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}, {'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",296,"{'main': {'latitude': 60.159189, 'longitude': 24.936852}, 'roof': {'latitude': 60.159189, 'longitude': 24.936852}}",Kanniston Leipomo myymälä
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",302,"{'main': {'latitude': 60.159156, 'longitude': 24.937648}}",Via Tribunali
"[{'id': 13006, 'name': 'Beer Bar', 'short_name': 'Beer Bar', 'plural_name': 'Beer Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",304,"{'drop_off': {'latitude': 60.163242, 'longitude': 24.941412}, 'main': {'latitude': 60.163358, 'longitude': 24.941371}, 'roof': {'latitude': 60.163358, 'longitude': 24.941371}}",Tommyknocker Craft Beer Bar
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13334, 'name': 'Sandwich Spot', 'short_name': 'Sandwich Spot', 'plural_name': 'Sandwich Spots', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",304,"{'main': {'latitude': 60.164374, 'longitude': 24.936636}, 'roof': {'latitude': 60.164374, 'longitude': 24.936636}}",Picnic
"[{'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",312,"{'main': {'latitude': 60.163564, 'longitude': 24.94124}}",Haru
"[{'id': 13003, 'name': 'Bar', 'short_name': 'Bar', 'plural_name': 'Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",312,"{'main': {'latitude': 60.160539, 'longitude': 24.941641}, 'roof': {'latitude': 60.160539, 'longitude': 24.941641}}",Skiffer Viiskulma
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",314,"{'main': {'latitude': 60.164766, 'longitude': 24.937852}, 'roof': {'latitude': 60.164766, 'longitude': 24.937852}}",Café Ekberg
"[{'id': 13006, 'name': 'Beer Bar', 'short_name': 'Beer Bar', 'plural_name': 'Beer Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",320,"{'main': {'latitude': 60.161187, 'longitude': 24.941079}, 'roof': {'latitude': 60.161187, 'longitude': 24.941079}}",Viiskulma
"[{'id': 13025, 'name': 'Wine Bar', 'short_name': 'Wine Bar', 'plural_name': 'Wine Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/winery_', 'suffix': '.png'}}, {'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",345,"{'main': {'latitude': 60.164569, 'longitude': 24.940575}, 'roof': {'latitude': 60.164569, 'longitude': 24.940575}}",Sushibar + Wine
"[{'id': 13039, 'name': 'Deli', 'short_name': 'Deli', 'plural_name': 'Delis', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}, {'id': 17069, 'name': 'Grocery Store', 'short_name': 'Grocery Store', 'plural_name': 'Grocery Stores', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}}]",347,"{'drop_off': {'latitude': 60.164625, 'longitude': 24.933508}, 'main': {'latitude': 60.164496, 'longitude': 24.933553}, 'roof': {'latitude': 60.164496, 'longitude': 24.933553}}",K-Market Lönkan Herkku
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",347,"{'main': {'latitude': 60.159521, 'longitude': 24.932949}}",Telakanpuistikko
"[{'id': 13352, 'name': 'Thai Restaurant', 'short_name': 'Thai', 'plural_name': 'Thai Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}}]",361,"{'drop_off': {'latitude': 60.164309, 'longitude': 24.932613}, 'main': {'latitude': 60.164485, 'longitude': 24.93255}, 'roof': {'latitude': 60.164485, 'longitude': 24.93255}}",The Red Koi Thai
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}, {'id': 13236, 'name': 'Italian Restaurant', 'short_name': 'Italian', 'plural_name': 'Italian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",368,"{'main': {'latitude': 60.164887, 'longitude': 24.93477}, 'roof': {'latitude': 60.164887, 'longitude': 24.93477}}",Bacco
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'short_name': 'Coffee Shop', 'plural_name': 'Coffee Shops', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13039, 'name': 'Deli', 'short_name': 'Deli', 'plural_name': 'Delis', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",370,"{'drop_off': {'latitude': 60.165175, 'longitude': 24.93583}, 'main': {'latitude': 60.165188, 'longitude': 24.93621}, 'roof': {'latitude': 60.165188, 'longitude': 24.93621}}",Kakkugalleria
"[{'id': 13010, 'name': 'Dive Bar', 'short_name': 'Dive Bar', 'plural_name': 'Dive Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",370,"{'main': {'latitude': 60.158735, 'longitude': 24.935485}, 'roof': {'latitude': 60.158735, 'longitude': 24.935485}}",Ravintola Huvipursi
"[{'id': 13194, 'name': 'Himalayan Restaurant', 'short_name': 'Himalayan', 'plural_name': 'Himalayan Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",371,"{'main': {'latitude': 60.164727, 'longitude': 24.933047}, 'roof': {'latitude': 60.164727, 'longitude': 24.933047}}",Ravintola Kantipur
"[{'id': 13148, 'name': 'French Restaurant', 'short_name': 'French', 'plural_name': 'French Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}]",381,"{'main': {'latitude': 60.165132, 'longitude': 24.936164}, 'roof': {'latitude': 60.165132, 'longitude': 24.936164}}",Muru
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",383,"{'main': {'latitude': 60.161725, 'longitude': 24.943809}}",Johanneksenpuisto
"[{'id': 13236, 'name': 'Italian Restaurant', 'short_name': 'Italian', 'plural_name': 'Italian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",385,"{'main': {'latitude': 60.158784, 'longitude': 24.935426}, 'roof': {'latitude': 60.158784, 'longitude': 24.935426}}",Ravintola Nerone
"[{'id': 13289, 'name': 'Korean Restaurant', 'short_name': 'Korean', 'plural_name': 'Korean Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/korean_', 'suffix': '.png'}}]",385,"{'main': {'latitude': 60.164021, 'longitude': 24.931344}}",Iizip
"[{'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",386,"{'drop_off': {'latitude': 60.165257, 'longitude': 24.935716}, 'main': {'latitude': 60.165148, 'longitude': 24.935581}, 'roof': {'latitude': 60.165148, 'longitude': 24.935581}}",Haru
"[{'id': 16041, 'name': 'Plaza', 'short_name': 'Plaza', 'plural_name': 'Plazas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_', 'suffix': '.png'}}, {'id': 17069, 'name': 'Grocery Store', 'short_name': 'Grocery Store', 'plural_name': 'Grocery Stores', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}}]",390,"{'main': {'latitude': 60.162582, 'longitude': 24.929949}}",Hietalahdentori
"[{'id': 13336, 'name': 'Scandinavian Restaurant', 'short_name': 'Scandinavian', 'plural_name': 'Scandinavian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/scandinavian_', 'suffix': '.png'}}]",390,"{'main': {'latitude': 60.16209, 'longitude': 24.928694}, 'roof': {'latitude': 60.16209, 'longitude': 24.928694}}",Salve
"[{'id': 13145, 'name': 'Fast Food Restaurant', 'short_name': 'Fast Food', 'plural_name': 'Fast Food Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}, {'id': 13305, 'name': 'Burrito Restaurant', 'short_name': 'Burritos', 'plural_name': 'Burrito Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burrito_', 'suffix': '.png'}}]",403,"{'drop_off': {'latitude': 60.16378, 'longitude': 24.942984}, 'main': {'latitude': 60.163929, 'longitude': 24.942934}, 'roof': {'latitude': 60.163929, 'longitude': 24.942934}}",Tortilla House Roba
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",405,"{'main': {'latitude': 60.164775, 'longitude': 24.932987}, 'roof': {'latitude': 60.164775, 'longitude': 24.932987}}",Ravintola Pompier
"[{'id': 13039, 'name': 'Deli', 'short_name': 'Deli', 'plural_name': 'Delis', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}, {'id': 13148, 'name': 'French Restaurant', 'short_name': 'French', 'plural_name': 'French Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}, {'id': 13336, 'name': 'Scandinavian Restaurant', 'short_name': 'Scandinavian', 'plural_name': 'Scandinavian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/scandinavian_', 'suffix': '.png'}}]",406,"{'main': {'latitude': 60.16496, 'longitude': 24.941792}, 'roof': {'latitude': 60.16496, 'longitude': 24.941792}}",Demo
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}]",408,"{'main': {'latitude': 60.163175, 'longitude': 24.929905}}",Piilo Restaurant & Cafe
"[{'id': 13145, 'name': 'Fast Food Restaurant', 'short_name': 'Fast Food', 'plural_name': 'Fast Food Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",412,"{'main': {'latitude': 60.163038, 'longitude': 24.929572}, 'roof': {'latitude': 60.163038, 'longitude': 24.929572}}",Hietalahden Kauppahalli (Hietalahden kauppahalli)
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",412,"{'main': {'latitude': 60.158506, 'longitude': 24.933819}}",Forza
"[{'id': 13018, 'name': 'Pub', 'short_name': 'Pub', 'plural_name': 'Pubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",415,"{'main': {'latitude': 60.16227, 'longitude': 24.92904}, 'roof': {'latitude': 60.16227, 'longitude': 24.92904}}",Hemingway's Bar & Cafe
"[{'id': 13031, 'name': 'Burger Joint', 'short_name': 'Burgers', 'plural_name': 'Burger Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}]",91,"{'drop_off': {'latitude': 60.166436, 'longitude': 24.931037}, 'main': {'latitude': 60.166545, 'longitude': 24.931059}, 'roof': {'latitude': 60.166545, 'longitude': 24.931059}}",Bites Burgers Kamppi
"[{'id': 13263, 'name': 'Japanese Restaurant', 'short_name': 'Japanese', 'plural_name': 'Japanese Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}}]",102,"{'main': {'latitude': 60.164941, 'longitude': 24.932116}}",Shinobi
"[{'id': 13025, 'name': 'Wine Bar', 'short_name': 'Wine Bar', 'plural_name': 'Wine Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/winery_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",109,"{'drop_off': {'latitude': 60.166283, 'longitude': 24.932155}, 'main': {'latitude': 60.166458, 'longitude': 24.932181}, 'roof': {'latitude': 60.166458, 'longitude': 24.932181}}",Viinibaari Apotek
"[{'id': 10026, 'name': 'Indie Movie Theater', 'short_name': 'Indie Movies', 'plural_name': 'Indie Movie Theaters', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_', 'suffix': '.png'}}]",110,"{'main': {'latitude': 60.166621, 'longitude': 24.933111}, 'roof': {'latitude': 60.166621, 'longitude': 24.933111}}",Cinema Orion
"[{'id': 13315, 'name': 'Noodle Restaurant', 'short_name': 'Noodles', 'plural_name': 'Noodle Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/ramen_', 'suffix': '.png'}}]",112,"{'main': {'latitude': 60.166316, 'longitude': 24.933193}}",Noodle Master Eerikinkatu
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",116,"{'main': {'latitude': 60.164775, 'longitude': 24.932987}, 'roof': {'latitude': 60.164775, 'longitude': 24.932987}}",Ravintola Pompier
"[{'id': 13303, 'name': 'Mexican Restaurant', 'short_name': 'Mexican', 'plural_name': 'Mexican Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mexican_', 'suffix': '.png'}}]",122,"{'drop_off': {'latitude': 60.165124, 'longitude': 24.92938}, 'main': {'latitude': 60.165281, 'longitude': 24.929325}, 'roof': {'latitude': 60.165281, 'longitude': 24.929325}}",Pueblo Bar y Taqueria
"[{'id': 13145, 'name': 'Fast Food Restaurant', 'short_name': 'Fast Food', 'plural_name': 'Fast Food Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}, {'id': 13288, 'name': 'Kebab Restaurant', 'short_name': 'Kebab', 'plural_name': 'Kebab Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/middleeastern_', 'suffix': '.png'}}]",123,"{'main': {'latitude': 60.166566, 'longitude': 24.933065}, 'roof': {'latitude': 60.166566, 'longitude': 24.933065}}",Eerikin Pippuri
"[{'id': 13315, 'name': 'Noodle Restaurant', 'short_name': 'Noodles', 'plural_name': 'Noodle Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/ramen_', 'suffix': '.png'}}]",125,"{'main': {'latitude': 60.166732, 'longitude': 24.930582}}",Big Bowl Noodle Restaurant
"[{'id': 13194, 'name': 'Himalayan Restaurant', 'short_name': 'Himalayan', 'plural_name': 'Himalayan Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",147,"{'main': {'latitude': 60.164727, 'longitude': 24.933047}, 'roof': {'latitude': 60.164727, 'longitude': 24.933047}}",Ravintola Kantipur
"[{'id': 13377, 'name': 'Vegan and Vegetarian Restaurant', 'short_name': 'Vegan and Vegetarian Restaurant', 'plural_name': 'Vegan and Vegetarian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vegetarian_', 'suffix': '.png'}}]",156,"{'main': {'latitude': 60.16674, 'longitude': 24.929522}}",Thai Vegan Kitchen
"[{'id': 16037, 'name': 'Playground', 'short_name': 'Playground', 'plural_name': 'Playgrounds', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}}]",162,"{'drop_off': {'latitude': 60.166675, 'longitude': 24.929225}, 'main': {'latitude': 60.166745, 'longitude': 24.929235}, 'roof': {'latitude': 60.166745, 'longitude': 24.929235}}",Leikkipaikka Lastenlehto
"[{'id': 13039, 'name': 'Deli', 'short_name': 'Deli', 'plural_name': 'Delis', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}, {'id': 17069, 'name': 'Grocery Store', 'short_name': 'Grocery Store', 'plural_name': 'Grocery Stores', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}}]",171,"{'drop_off': {'latitude': 60.164625, 'longitude': 24.933508}, 'main': {'latitude': 60.164496, 'longitude': 24.933553}, 'roof': {'latitude': 60.164496, 'longitude': 24.933553}}",K-Market Lönkan Herkku
"[{'id': 13006, 'name': 'Beer Bar', 'short_name': 'Beer Bar', 'plural_name': 'Beer Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13018, 'name': 'Pub', 'short_name': 'Pub', 'plural_name': 'Pubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",188,"{'drop_off': {'latitude': 60.166214, 'longitude': 24.934381}, 'main': {'latitude': 60.166339, 'longitude': 24.93447}, 'roof': {'latitude': 60.166339, 'longitude': 24.93447}}",Angleterre
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}, {'id': 13236, 'name': 'Italian Restaurant', 'short_name': 'Italian', 'plural_name': 'Italian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",194,"{'main': {'latitude': 60.164887, 'longitude': 24.93477}, 'roof': {'latitude': 60.164887, 'longitude': 24.93477}}",Bacco
"[{'id': 13010, 'name': 'Dive Bar', 'short_name': 'Dive Bar', 'plural_name': 'Dive Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}}, {'id': 13025, 'name': 'Wine Bar', 'short_name': 'Wine Bar', 'plural_name': 'Wine Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/winery_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",195,"{'drop_off': {'latitude': 60.164014, 'longitude': 24.929497}, 'main': {'latitude': 60.164197, 'longitude': 24.929628}, 'roof': {'latitude': 60.164197, 'longitude': 24.929628}}",Apéro
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'short_name': 'Coffee Shop', 'plural_name': 'Coffee Shops', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",201,"{'main': {'latitude': 60.167308, 'longitude': 24.933178}, 'roof': {'latitude': 60.167308, 'longitude': 24.933178}}",Kissakahvila Helkatti
"[{'id': 13006, 'name': 'Beer Bar', 'short_name': 'Beer Bar', 'plural_name': 'Beer Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13018, 'name': 'Pub', 'short_name': 'Pub', 'plural_name': 'Pubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",212,"{'drop_off': {'latitude': 60.166861, 'longitude': 24.934272}, 'main': {'latitude': 60.166749, 'longitude': 24.93431}, 'roof': {'latitude': 60.166749, 'longitude': 24.93431}}",Leijuva Lahna
"[{'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",217,"{'main': {'latitude': 60.166489, 'longitude': 24.93519}, 'roof': {'latitude': 60.166489, 'longitude': 24.93519}}",Domo
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'short_name': 'Coffee Shop', 'plural_name': 'Coffee Shops', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",219,"{'main': {'latitude': 60.167685, 'longitude': 24.932493}, 'roof': {'latitude': 60.167685, 'longitude': 24.932493}}",Kaffecentralen
