categories,distance,geocodes,name
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",228,"{'main': {'latitude': 60.161994, 'longitude': 24.952285}, 'roof': {'latitude': 60.161994, 'longitude': 24.952285}}",Tähtitorninmäki
"[{'id': 10032, 'name': 'Night Club', 'short_name': 'Night Club', 'plural_name': 'Night Clubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/nightclub_', 'suffix': '.png'}}]",237,"{'main': {'latitude': 60.161625, 'longitude': 24.960423}}",Starlight
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",243,"{'main': {'latitude': 60.160724, 'longitude': 24.952137}, 'roof': {'latitude': 60.160724, 'longitude': 24.952137}}",WHS studio
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",245,"{'main': {'latitude': 60.160696, 'longitude': 24.951937}}",Ullanpuistikko
"[{'id': 10027, 'name': 'Museum', 'short_name': 'Museum', 'plural_name': 'Museums', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_', 'suffix': '.png'}}]",258,"{'main': {'latitude': 60.159302, 'longitude': 24.959622}, 'roof': {'latitude': 60.159302, 'longitude': 24.959622}}",Museovirasto
"[{'id': 10032, 'name': 'Night Club', 'short_name': 'Night Club', 'plural_name': 'Night Clubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/nightclub_', 'suffix': '.png'}}]",270,"{'main': {'latitude': 60.160744, 'longitude': 24.961214}}",Starlight
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",274,"{'main': {'latitude': 60.16194, 'longitude': 24.9518}}",Tähtitorninvuoren Puisto
"[{'id': 10027, 'name': 'Museum', 'short_name': 'Museum', 'plural_name': 'Museums', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_', 'suffix': '.png'}}]",303,"{'main': {'latitude': 60.160235, 'longitude': 24.951039}, 'roof': {'latitude': 60.160235, 'longitude': 24.951039}}",KUMBUKUMBU Suomen Lähetysseuran museo/Finnish EvangelicalLutheran Mission Museum
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",305,"{'main': {'latitude': 60.159836, 'longitude': 24.961455}}",NJK:n Lautan Laituri
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",308,"{'main': {'latitude': 60.15896, 'longitude': 24.952477}, 'roof': {'latitude': 60.15896, 'longitude': 24.952477}}",Art Siimes. Kaivopuiston kehystyspalvelu
"[{'id': 10027, 'name': 'Museum', 'short_name': 'Museum', 'plural_name': 'Museums', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_', 'suffix': '.png'}}]",315,"{'main': {'latitude': 60.158838, 'longitude': 24.960283}}",Mannerheim Museo (Mannerheim-museo)
"[{'id': 10043, 'name': 'Theater', 'short_name': 'Theater', 'plural_name': 'Theaters', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_', 'suffix': '.png'}}]",322,"{'main': {'latitude': 60.160521, 'longitude': 24.950578}, 'roof': {'latitude': 60.160521, 'longitude': 24.950578}}",Teatteri Kumbe
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",341,"{'drop_off': {'latitude': 60.15844, 'longitude': 24.952397}, 'main': {'latitude': 60.158543, 'longitude': 24.952533}, 'roof': {'latitude': 60.158543, 'longitude': 24.952533}}",IV-music
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",341,"{'drop_off': {'latitude': 60.157883, 'longitude': 24.956267}, 'main': {'latitude': 60.157884, 'longitude': 24.956268}}",Wallis Entertainment Oy
"[{'id': 10024, 'name': 'Movie Theater', 'short_name': 'Movie Theater', 'plural_name': 'Movie Theaters', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_', 'suffix': '.png'}}]",343,"{'main': {'latitude': 60.158816, 'longitude': 24.951862}, 'roof': {'latitude': 60.158816, 'longitude': 24.951862}}",Riihi-Gildat Oy
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}, {'id': 11001, 'name': 'Advertising Agency', 'short_name': 'Advertising Agency', 'plural_name': 'Advertising Agencies', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",361,"{'drop_off': {'latitude': 60.15799, 'longitude': 24.953573}, 'main': {'latitude': 60.158068, 'longitude': 24.953336}, 'roof': {'latitude': 60.158068, 'longitude': 24.953336}}",Cat' S Pajamas
"[{'id': 10032, 'name': 'Night Club', 'short_name': 'Night Club', 'plural_name': 'Night Clubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/nightclub_', 'suffix': '.png'}}, {'id': 13032, 'name': 'Cafe, Coffee, and Tea House', 'short_name': 'Cafe, Coffee, and Tea House', 'plural_name': 'Cafes, Coffee, and Tea Houses', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",366,"{'main': {'latitude': 60.157662, 'longitude': 24.956086}, 'roof': {'latitude': 60.157662, 'longitude': 24.956086}}",Night People Oy
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",369,"{'main': {'latitude': 60.157587, 'longitude': 24.956011}}",Johnny's Heist Kaivohuone
"[{'id': 13049, 'name': 'Diner', 'short_name': 'Diner', 'plural_name': 'Diners', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}}]",370,"{'main': {'latitude': 60.16137, 'longitude': 24.949692}}",Ravioli
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",372,"{'main': {'latitude': 60.16056, 'longitude': 24.962945}}",NJK Blekholmen
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",372,"{'main': {'latitude': 60.157607, 'longitude': 24.956041}, 'roof': {'latitude': 60.157607, 'longitude': 24.956041}}",Nisu-Aitta Oy
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",372,"{'main': {'latitude': 60.157607, 'longitude': 24.956041}, 'roof': {'latitude': 60.157607, 'longitude': 24.956041}}",Helsingin Kaivohuone Oy
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",372,"{'main': {'latitude': 60.157607, 'longitude': 24.956041}, 'roof': {'latitude': 60.157607, 'longitude': 24.956041}}",Suomen Onnelat Oy
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",374,"{'main': {'latitude': 60.163742, 'longitude': 24.952529}, 'roof': {'latitude': 60.163742, 'longitude': 24.952529}}",Norisushi Oy
"[{'id': 16026, 'name': 'Monument', 'short_name': 'Monument', 'plural_name': 'Monuments', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/government_monument_', 'suffix': '.png'}}]",388,"{'main': {'latitude': 60.158782, 'longitude': 24.962031}}",Rauhanpatsas
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",389,"{'main': {'latitude': 60.157454, 'longitude': 24.956114}, 'roof': {'latitude': 60.157454, 'longitude': 24.956114}}",GM Oulu Oy
"[{'id': 13003, 'name': 'Bar', 'short_name': 'Bar', 'plural_name': 'Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",390,"{'main': {'latitude': 60.157601, 'longitude': 24.955936}, 'roof': {'latitude': 60.157601, 'longitude': 24.955936}}",Kaivohuone
"[{'id': 10027, 'name': 'Museum', 'short_name': 'Museum', 'plural_name': 'Museums', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_', 'suffix': '.png'}}]",401,"{'drop_off': {'latitude': 60.163726, 'longitude': 24.951509}, 'main': {'latitude': 60.163745, 'longitude': 24.951735}, 'roof': {'latitude': 60.163745, 'longitude': 24.951735}}",Helsingin yliopisto Yliopistomuseo
"[{'id': 10004, 'name': 'Art Gallery', 'short_name': 'Art Gallery', 'plural_name': 'Art Galleries', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_', 'suffix': '.png'}}]",414,"{'drop_off': {'latitude': 60.163735, 'longitude': 24.951508}, 'main': {'latitude': 60.163719, 'longitude': 24.951316}, 'roof': {'latitude': 60.163719, 'longitude': 24.951316}}",Palatum Investments S.A. Suomen Sivuliike
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",415,"{'main': {'latitude': 60.159629, 'longitude': 24.963174}}",Ravintola Saariston lautta
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}, {'id': 19005, 'name': 'Cruise', 'short_name': 'Cruise', 'plural_name': 'Cruises', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/boat_', 'suffix': '.png'}}, {'id': 19051, 'name': 'Transportation Service', 'short_name': 'Transportation Services', 'plural_name': 'Transportation Services', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/taxi_', 'suffix': '.png'}}]",415,"{'main': {'latitude': 60.15742, 'longitude': 24.953898}}",Linda Line OY
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",420,"{'main': {'latitude': 60.16125, 'longitude': 24.963911}, 'roof': {'latitude': 60.16125, 'longitude': 24.963911}}",Ravintola NJK
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}, {'id': 19028, 'name': 'Tourist Information and Service', 'short_name': 'Tourist Information', 'plural_name': 'Tourist Information and Services', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/touristinformation_', 'suffix': '.png'}}]",432,"{'drop_off': {'latitude': 60.163944, 'longitude': 24.95149}, 'main': {'latitude': 60.163927, 'longitude': 24.951288}, 'roof': {'latitude': 60.163927, 'longitude': 24.951288}}",Lefta
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",448,"{'main': {'latitude': 60.158867, 'longitude': 24.949318}}",Neitsytpuisto
"[{'id': 13236, 'name': 'Italian Restaurant', 'short_name': 'Italian', 'plural_name': 'Italian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",16,"{'main': {'latitude': 60.158376, 'longitude': 24.944837}, 'roof': {'latitude': 60.158376, 'longitude': 24.944837}}",La Bottega
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",25,"{'main': {'latitude': 60.15793, 'longitude': 24.945266}}",Kapteeninpuistikko
"[{'id': 13148, 'name': 'French Restaurant', 'short_name': 'French', 'plural_name': 'French Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}]",72,"{'main': {'latitude': 60.158491, 'longitude': 24.945826}, 'roof': {'latitude': 60.158491, 'longitude': 24.945826}}",Ravintola Paulette
"[{'id': 13027, 'name': 'Bistro', 'short_name': 'Bistro', 'plural_name': 'Bistros', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",100,"{'drop_off': {'latitude': 60.15866, 'longitude': 24.946225}, 'main': {'latitude': 60.158768, 'longitude': 24.946053}, 'roof': {'latitude': 60.158768, 'longitude': 24.946053}}",Pontus
"[{'id': 13336, 'name': 'Scandinavian Restaurant', 'short_name': 'Scandinavian', 'plural_name': 'Scandinavian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/scandinavian_', 'suffix': '.png'}}]",107,"{'main': {'latitude': 60.158641, 'longitude': 24.946546}, 'roof': {'latitude': 60.158641, 'longitude': 24.946546}}",Sea Horse
"[{'id': 13055, 'name': 'Fried Chicken Joint', 'short_name': 'Fried Chicken', 'plural_name': 'Fried Chicken Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/friedchicken_', 'suffix': '.png'}}]",116,"{'main': {'latitude': 60.159224, 'longitude': 24.944933}}",Boneless Ullanlinna
"[{'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",121,"{'main': {'latitude': 60.157263, 'longitude': 24.945514}, 'roof': {'latitude': 60.157263, 'longitude': 24.945514}}",Sushi'n'Roll
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",143,"{'main': {'latitude': 60.157322, 'longitude': 24.946457}, 'roof': {'latitude': 60.157322, 'longitude': 24.946457}}",Ravintola Central
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",157,"{'main': {'latitude': 60.15701, 'longitude': 24.946499}, 'roof': {'latitude': 60.15701, 'longitude': 24.946499}}",Inspirational Events Oy
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",179,"{'main': {'latitude': 60.159209, 'longitude': 24.947384}}",Vuorimiehenpuistikko
"[{'id': 13003, 'name': 'Bar', 'short_name': 'Bar', 'plural_name': 'Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'short_name': 'Fast Food', 'plural_name': 'Fast Food Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",181,"{'drop_off': {'latitude': 60.159186, 'longitude': 24.942605}, 'main': {'latitude': 60.159286, 'longitude': 24.942601}, 'roof': {'latitude': 60.159286, 'longitude': 24.942601}}",Alfons' Pizza
"[{'id': 13003, 'name': 'Bar', 'short_name': 'Bar', 'plural_name': 'Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'short_name': 'Gastropub', 'plural_name': 'Gastropubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}]",196,"{'drop_off': {'latitude': 60.159716, 'longitude': 24.946638}, 'main': {'latitude': 60.159683, 'longitude': 24.946407}, 'roof': {'latitude': 60.159683, 'longitude': 24.946407}}",Kortteliravintola Lungi
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'short_name': 'Coffee Shop', 'plural_name': 'Coffee Shops', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",211,"{'main': {'latitude': 60.159683, 'longitude': 24.946407}, 'roof': {'latitude': 60.159683, 'longitude': 24.946407}}",Café Succès
"[{'id': 16037, 'name': 'Playground', 'short_name': 'Playground', 'plural_name': 'Playgrounds', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}}]",223,"{'main': {'latitude': 60.159303, 'longitude': 24.948292}}",Leikkipaikka
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",231,"{'main': {'latitude': 60.15769, 'longitude': 24.940594}}",Eiranpuisto
"[{'id': 13139, 'name': 'Eastern European Restaurant', 'short_name': 'Eastern European', 'plural_name': 'Eastern European Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13329, 'name': 'Russian Restaurant', 'short_name': 'Russian', 'plural_name': 'Russian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/russian_', 'suffix': '.png'}}]",237,"{'main': {'latitude': 60.158522, 'longitude': 24.948835}, 'roof': {'latitude': 60.158522, 'longitude': 24.948835}}",Ravintola Saslik
